text,label
baaaaaaaabe wake miss crave need,ham
da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish,ham
enjoy jamster videosound gold club credit new videosounds logo musicnews get fun jamster co uk help call,spam
alrite sam nic checkin ur number b,ham
dear call,ham
number vivek,ham
u dun wan u dun like already ah wat u still eating,ham
lastest stereophonics marley dizzee racal libertine stroke win nookii game flirt click themob wap bookmark text wap,spam
text banneduk see cost p textoperator g ga xxx,spam
nah help never iphone,ham
ok right later,ham
sorry call later meeting,ham
bank granite issue strong buy explosive pick member nasdaq symbol cdgt per,spam
gud mrng dear hav nice day,ham
better still catch let ask sell lt gt,ham
yes one woman man please tell like dislike bed,ham
swhrt u dey hope ur ok tot u day love n miss take care,ham
great p diddy neighbor come toothpaste every morning,ham
pick bout ish time going,ham
message free welcome new improved sex dogging club unsubscribe service reply stop msg p,spam
aight ask roommate,ham
u mean u almost done done wif sleeping tot u going take nap yup send liao picking ard smth lor,ham
say happen,ham
opposite side dropped,ham
random saw old roomate campus graduated,ham
dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,ham
urgent trying contact u today draw show prize guaranteed call land line claim valid hr,spam
free game get rayman golf free game arcade st get ur game setting reply post save activ press key arcade termsapply,spam
oops mum somerset bit far back tomo see soon x,ham
thanks hope good day today,ham
mmm thats better got roast b better drink good indian,ham
babe feel let get try cheer fit soo muchxxlove u locaxx,ham
oh yes like torture watching england,ham
great new offer double min double txt best orange tariff get latest camera phone free call mobileupd free stoptxt c,spam
check nuerologist,ham
oh k k big hitter anyway good,ham
love u little pocy bell sorry love u,ham
lol always convincing,ham
cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one,ham
merry christmas babe love ya kiss,ham
sea lay rock rock envelope envelope paper paper word,ham
dear chechi talk,ham
ur balance ur next question sang uptown girl answer txt ur answer good luck,spam
hi sue year old work lapdancer love sex text live bedroom text sue textoperator g da ppmsg,spam
u sick still go shopping,ham
take mokka player,ham
said went back bed sleep anything,ham
private account statement show unredeemed bonus point claim call identifier code expires,spam
yep like pink furniture tho,ham
mobile mths update latest camera video phone free keep ur number get extra free min text text yes call,spam
feel mr real valentine yo valentine even tho u hardly play,ham
fantasy football back tv go sky gamestar sky active play k dream team scoring start saturday register sky opt,spam
sent type food like,ham
princess like make love lt gt time per night hope thats problem,ham
wan win meet greet westlife u currently tour unbreakable untamed unkempt text cost p std text,spam
thanx day u r goodmate think ur rite sary asusual u cheered love u franyxxxxx,ham
princess,ham
want funk ur fone weekly new tone reply tone u text www ringtones co uk original n best tone gbp network operator rate apply,spam
said okay sorry,ham
hot n horny willing live local text reply hear strt back p per msg netcollex ltdhelpdesk reply stop end,spam
santa calling would little one like call santa xmas eve call book time,spam
yep pretty sculpture,ham
searching right word thank breather promise wont take help granted fulfil promise wonderful blessing time,ham
yes princess toledo,ham
natalie f inviting friend reply yes see www sm ac u natalie k stop send stop frnd,spam
hey ad crap nite borin without ya boggy u boring biatch thanx u wait til nxt time il ave ya,ham
wow never realized embarassed accomodations thought liked since best could always seemed happy cave sorry give sorry offered sorry room embarassing,ham
lol great im getting hungry,ham
ride equally uneventful many pesky cyclist around time night,ham
dear regret cudnt pick call drove frm ctla cochin home left mobile car ente style ishtamayoo happy bakrid,ham
got job wipro get every thing life year,ham
good afternoon glorious anniversary day sweet j hope find happy content prey think send teasing kiss across sea coaxing image fond souveniers cougar pen,ham
loan purpose homeowner tenant welcome previously refused still help call free text back help,spam
ok knackered came home went sleep good full time work lark,ham
remember day,ham
took hooch walk toaday fell splat grazed knee everything stayed home see tomorrow,ham
problem,ham
oz guy kinda flaky one friend interested picking lt gt worth tonight possible,ham
miss ya need ya want ya love ya,ham
hope enjoyed new content text stop unsubscribe help p provided tone co uk,spam
please ask mummy call father,ham
dear voucher holder claim week offer pc please go http www wtlp co uk text t c apply,spam
hi roger cl,ham
lol know awesome phone could click delete right want,ham
want inside every night,ham
pls dont forget study,ham
time tell friend around,ham
pizza u want,ham
importantly discus u,ham
monthly amount terrible pay anything till month finishing school,ham
pathaya enketa maraikara pa,ham
mag meeting avo point,ham
carry disturbing,ham
found diff farm shop buy cheese way back call,ham
also didnt get na hi hi hi hi hi,ham
one good partnership going take lead,ham
send print out da,ham
hi missed call mumhas beendropping red wine theplace adress,ham
hey inconvenient si huh,ham
back bit long co accident divert via wadebridge brilliant weekend thanks speak soon lot love,ham
company good environment terrific food really nice,ham
dear voucher holder claim st class airport lounge pass using holiday voucher call booking quote st class x,spam
cant pick phone right pls send message,ham
dear subscriber ur draw gift voucher b entered receipt correct an elvis presley birthday txt answer,spam
probably gonna see later tonight lt,ham
know people still town,ham
prob send email,ham
dont talk ever ok word,ham
movie laptop,ham
single line big meaning miss anything ur best life,ham
urgent trying contact u today draw show prize guaranteed call land line claim valid hr,spam
saw guy doll last night patrick swayze great,ham
dont forget place many free request stchoice co uk wish information call,spam
got salt rub open wound like,ham
thought praps meant another one goodo look tomorrow,ham
none nowhere ikno doesdiscount shitinnit,ham
strange watching nd one bed sweet dream miss u,ham
good trip watch remember get back must decide easter,ham
ok bus come soon come otherwise tomorrow,ham
meant apology texting get drug lt gt night,ham
yeah try scrounge something,ham
valued vodafone customer computer picked win prize collect easy call,spam
pls come quick cant bare,ham
okay wait ah,ham
wonder world th th ur style th ur smile th ur personality rd ur nature nd ur sm st ur lovely friendship good morning dear,ham
tell who pls,ham
bold lt gt,ham
ur chance win cash every wk txt action c www movietrivia tv custcare x p wk,spam
great role model giving much really wish day miracle god reason everything must say wish knew dont looked since young still great day,ham
find way include detail,ham
working technical support voice process networking field,ham
yo im right yo work,ham
twinks bear scallies skin jock calling miss weekend fun call p min stop text call nat rate,spam
http tm widelive com index wml id ad first true c c ringtone,spam
lt gt mca conform,ham
ok lar u sleep early nite,ham
oh yes speak txt u hmm u get email,ham
oops thk dun haf enuff go check tell,ham
u hav frnd name ashwini ur college,ham
ya nice ready thursday,ham
yep get program slacking,ham
sound like could lot time spent chastity device boy grin take beating like good dog going lounge nice long bath,ham
jay say double faggot,ham
raji pls favour pls convey birthday wish nimya pls today birthday,ham
home,ham
go fool dont cheat others ok,ham
claim shopping spree call mobstorequiz ppm,spam
jokin lar depends phone father get lor,ham
looked addie go back monday suck,ham
yeah leave hour least sound,ham
helloooo wake sweet morning welcome enjoy day full joy gud mrng,ham
yar lor wan go c horse racing today mah eat earlier lor ate chicken rice u,ham
training tomorrow,ham
dis yijue jus saw ur mail case huiming havent sent u num dis num,ham
urgent mobile awarded bonus caller prize final try contact u call landline box wr c ppm,spam
cool want go kappa meet outside mu,ham
good find way,ham
free ringtone reply real,spam
u missed u havent much bit bored holiday want go bak college sad isnt xx,ham
